credit,summe_einnahmen,summe_ausgaben,frei_verfuegbares_einkommen,verhaeltnis_einkommen_zu_rate,laufzeit,kreditbetrag,score_wert,schufa_score,anzahl_kinder,anzahl_personen,anzahl_kfz,beschaeftigungs_art,anrede,familienstand,wohnsituation,einkommen_unselbstaendig,rente,ein_unterhalt,kindergeld,ein_miete,sonstiges,aus_miete,wohnnebenkosten,aus_unterhalt,kranken_pflege_versicherung,lebensversicherung,baufinanzierung,bausparen,beschaeftigt_seit,alter,wohnhaft
GENEHMIGT,2100.0,1070.0,1030.0,0.7,24,5000.0,119,9919,0,1,1,ANGESTELLTER,HERR,LEDIG,SONSTIGES,2100.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-09-01 00:00:00,28.0,28.0
GENEHMIGT,3924.0,2971.0,953.0,0.6,84,10000.0,325,9778,1,2,2,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2650.0,0.0,0.0,194.0,0.0,0.0,880.0,0.0,0.0,0.0,100.0,0.0,0.0,2008-09-01 00:00:00,50.0,5.0
GENEHMIGT,1500.0,800.0,700.0,0.6,96,23500.0,176,9643,0,1,1,ARBEITER,HERR,GESCHIEDEN,EIGENTUM,1500.0,0.0,0.0,0.0,0.0,,0.0,71.0,0.0,0.0,,0.0,,2017-01-01 00:00:00,49.0,5.0
GENEHMIGT,3054.0,1767.0,1287.0,0.45,48,15000.0,350,9869,0,1,0,FREIBERUFLER,HERR,LEDIG,EIGENTUM,,,,,,,0.0,325.0,0.0,611.0,200.0,346.0,,2011-04-01 00:00:00,58.0,14.0
GENEHMIGT,1900.0,1150.0,750.0,0.65,60,5000.0,310,9845,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1900.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,0.0,0.0,0.0,0.0,110.0,2016-10-01 00:00:00,58.0,1.0
GENEHMIGT,10353.0,3604.0,6749.0,0.6,84,50000.0,288,9808,1,2,0,ANGESTELLTER,HERR,VERHEIRATET,MIETE,9500.0,0.0,0.0,194.0,0.0,0.0,1740.0,0.0,500.0,0.0,0.0,0.0,0.0,2017-02-01 00:00:00,53.0,2.0
GENEHMIGT,2533.0,1698.0,835.0,0.65,36,9000.0,93,9584,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2339.0,0.0,0.0,194.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-11-01 00:00:00,39.0,12.0
GENEHMIGT,2262.0,1230.0,1032.0,0.6,84,15500.0,197,9757,0,2,1,ANGESTELLTER,FRAU,LEDIG,MIETE,2262.27,,,,,,757.0,,,,80.0,,,2006-12-01 00:00:00,37.0,9.0
GENEHMIGT,1950.0,925.0,1025.0,0.6,84,27500.0,-4,9871,0,1,0,ARBEITER,HERR,LEDIG,MIETE,1950.0,,,,,,583.0,,,,,,,2007-09-01 00:00:00,38.0,10.0
GENEHMIGT,1850.0,1200.0,650.0,0.6,96,22000.0,16,9405,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1900.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-01 00:00:00,25.0,3.0
GENEHMIGT,2300.0,1408.0,892.0,0.65,48,6000.0,196,9846,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,2300.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,190.0,2006-02-01 00:00:00,36.0,3.0
GENEHMIGT,1804.0,1626.0,178.0,0.65,60,6000.0,284,9815,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,EIGENTUM,1804.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2013-10-01 00:00:00,50.0,50.0
GENEHMIGT,3414.0,2453.0,961.0,0.65,48,7000.0,-8,9921,0,1,1,ARBEITER,HERR,LEDIG,EIGENTUM,2900.0,0.0,0.0,0.0,500.0,0.0,0.0,200.0,0.0,0.0,0.0,1100.0,0.0,2001-09-01 00:00:00,34.0,9.0
GENEHMIGT,3000.0,1500.0,1500.0,0.65,60,14500.0,268,9894,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,3000.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,188.0,0.0,0.0,1986-06-01 00:00:00,56.0,47.0
GENEHMIGT,2100.0,1240.0,860.0,0.6,96,30000.0,200,9782,0,1,0,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,2100.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-01 00:00:00,42.0,8.0
GENEHMIGT,2200.0,1500.0,700.0,0.65,48,10000.0,13,9877,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,2200.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,87.0,0.0,0.0,2011-05-01 00:00:00,30.0,1.0
GENEHMIGT,4815.0,2942.0,1873.0,0.65,48,20000.0,387,9917,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4000.0,0.0,0.0,0.0,888.0,0.0,0.0,200.0,0.0,669.0,100.0,281.0,100.0,1995-12-01 00:00:00,49.0,30.0
GENEHMIGT,2900.0,1440.0,1460.0,0.65,36,10000.0,-33,9683,0,4,3,ANGESTELLTER,HERR,LEDIG,MIETE,2900.0,,,,,,240.0,,,,,,,2017-12-01 00:00:00,31.0,1.0
GENEHMIGT,3088.0,2824.0,264.0,0.65,48,3000.0,129,9680,2,4,2,ARBEITER,HERR,VERHEIRATET,MIETE,2700.0,,,388.0,,,713.0,,,,,,,2016-02-01 00:00:00,36.0,4.0
GENEHMIGT,2600.0,1359.0,1241.0,0.6,84,6000.0,83,9860,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,2600.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-01 00:00:00,29.0,1.0
GENEHMIGT,2100.0,1100.0,1000.0,0.65,24,6000.0,68,9637,0,1,1,ANGESTELLTER,FRAU,LEDIG,ELTERN,2000.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-01 00:00:00,26.0,11.0
GENEHMIGT,3100.0,1828.0,1272.0,0.65,60,13000.0,259,9898,0,2,1,BEAMTER,HERR,LEBENSGEMEINSCHAFT,MIETE,3100.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,268.0,0.0,0.0,0.0,1998-10-01 00:00:00,43.0,14.0
GENEHMIGT,2547.0,2119.0,428.0,0.6,84,15500.0,401,9928,2,3,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1325.0,0.0,834.0,388.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-10-01 00:00:00,53.0,18.0
GENEHMIGT,1750.0,650.0,1100.0,0.65,48,14000.0,223,9860,0,2,1,ARBEITER,HERR,LEBENSGEMEINSCHAFT,SONSTIGES,1750.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-01 00:00:00,57.0,30.0
GENEHMIGT,3694.0,2150.0,1544.0,0.65,48,7500.0,288,9852,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,3000.0,0.0,0.0,194.0,0.0,0.0,0.0,500.0,0.0,50.0,50.0,250.0,0.0,2008-12-01 00:00:00,37.0,3.0
GENEHMIGT,2938.0,2687.0,251.0,0.6,84,8500.0,190,9892,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,27.0,33.0,1000.0,0.0,2010-09-01 00:00:00,37.0,4.0
GENEHMIGT,2890.0,2055.0,835.0,0.6,72,20000.0,471,9951,0,2,1,ARBEITER,HERR,VERHEIRATET,EIGENTUM,2500.0,0.0,0.0,0.0,650.0,0.0,0.0,250.0,277.0,0.0,0.0,905.0,0.0,1982-03-01 00:00:00,59.0,32.0
GENEHMIGT,2994.0,1611.0,1383.0,0.65,48,10000.0,122,9949,1,2,0,ANGESTELLTER,FRAU,LEDIG,EIGENTUM,2300.0,0.0,0.0,194.0,0.0,,0.0,300.0,0.0,0.0,25.0,400.0,,2010-02-01 00:00:00,42.0,5.0
GENEHMIGT,1500.0,1190.0,310.0,0.65,48,5000.0,146,9703,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,MIETE,1500.0,0.0,0.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-09-01 00:00:00,49.0,5.0
GENEHMIGT,1694.0,999.0,695.0,0.6,84,16000.0,93,9735,1,2,1,ANGESTELLTER,FRAU,LEDIG,SONSTIGES,1474.0,0.0,0.0,194.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-01-01 00:00:00,45.0,5.0
GENEHMIGT,4186.0,3316.0,870.0,0.6,96,18000.0,-52,9742,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,3220.0,0.0,0.0,0.0,850.0,0.0,810.0,0.0,0.0,0.0,406.0,1020.0,0.0,2015-02-01 00:00:00,31.0,4.0
GENEHMIGT,3415.0,2457.0,958.0,0.6,96,25000.0,309,9822,0,2,1,BEAMTER,HERR,VERHEIRATET,MIETE,2900.0,0.0,515.0,0.0,0.0,0.0,1400.0,0.0,0.0,57.0,40.0,0.0,0.0,1997-01-01 00:00:00,47.0,4.0
GENEHMIGT,2800.0,2151.0,649.0,0.7,36,5000.0,116,9868,0,1,1,BEAMTER,FRAU,GESCHIEDEN,EIGENTUM,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,200.0,0.0,480.0,0.0,2008-09-01 00:00:00,32.0,7.0
GENEHMIGT,2200.0,1650.0,550.0,0.7,24,5000.0,-29,9729,0,1,1,ARBEITER,HERR,GETRENNT,MIETE,2200.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,150.0,2018-04-01 00:00:00,41.0,2.0
GENEHMIGT,3600.0,1749.0,1851.0,0.65,48,8000.0,472,9962,0,1,2,BEAMTER,HERR,VERHEIRATET,EIGENTUM,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,300.0,0.0,1982-04-01 00:00:00,59.0,30.0
GENEHMIGT,6424.0,4593.0,1831.0,0.65,48,5000.0,405,9753,1,3,1,BEAMTER,HERR,VERHEIRATET,MIETE,5270.0,0.0,0.0,194.0,1673.0,,1553.0,,0.0,278.0,0.0,2500.0,0.0,2002-04-01 00:00:00,57.0,2.0
GENEHMIGT,1888.0,1427.0,461.0,0.6,84,10000.0,311,9796,2,3,1,ANGESTELLTER,HERR,LEBENSGEMEINSCHAFT,SONSTIGES,1500.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-10-01 00:00:00,47.0,9.0
GENEHMIGT,7658.0,4700.0,2958.0,0.6,84,12000.0,369,9882,2,4,2,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,7000.0,,,388.0,450.0,,400.0,500.0,650.0,900.0,300.0,1200.0,,2017-07-01 00:00:00,47.0,8.0
GENEHMIGT,3962.0,2981.0,981.0,0.6,84,32000.0,284,9932,3,5,0,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3380.0,0.0,0.0,588.0,0.0,,900.0,,0.0,,105.0,0.0,0.0,2013-08-01 00:00:00,53.0,17.0
GENEHMIGT,4700.0,3151.0,1549.0,0.65,12,10000.0,585,9679,0,2,0,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,350.0,32.0,1430.0,0.0,2007-08-15 00:00:00,55.0,6.0
GENEHMIGT,4451.0,2242.0,2209.0,0.6,60,30000.0,359,9910,2,3,1,BEAMTER,HERR,GESCHIEDEN,EIGENTUM,4063.0,0.0,0.0,388.0,0.0,0.0,0.0,210.0,0.0,250.0,0.0,232.0,0.0,2000-08-01 00:00:00,52.0,19.0
GENEHMIGT,1400.0,900.0,500.0,0.65,48,5000.0,352,9890,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,SONSTIGES,1400.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-01 00:00:00,58.0,17.0
GENEHMIGT,4000.0,2373.0,1627.0,0.7,24,5000.0,256,9928,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,4000.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-01 00:00:00,46.0,7.0
GENEHMIGT,2794.0,1600.0,1194.0,0.65,36,11800.0,-9,9759,1,2,1,ANGESTELLTER,HERR,LEDIG,MIETE,2600.0,0.0,0.0,194.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-01 00:00:00,34.0,4.0
GENEHMIGT,3254.0,2372.0,882.0,0.6,96,5000.0,110,9812,1,3,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1560.0,0.0,1500.0,194.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-01 00:00:00,41.0,8.0
GENEHMIGT,1777.0,650.0,1127.0,0.6,84,10000.0,343,9918,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,SONSTIGES,1777.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,35.0,0.0,0.0,2016-04-01 00:00:00,54.0,3.0
GENEHMIGT,2315.0,1050.0,1265.0,0.65,60,25000.0,289,9531,0,1,0,ARBEITER,HERR,LEDIG,MIETE,1900.0,,,,,415.0,300.0,,,,,,,2004-04-01 00:00:00,50.0,13.0
GENEHMIGT,2358.0,1941.0,417.0,0.65,60,7000.0,263,9865,0,1,1,ANGESTELLTER,HERR,LEDIG,EIGENTUM,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,803.0,0.0,2011-01-01 00:00:00,40.0,4.0
GENEHMIGT,1500.0,500.0,1000.0,0.6,72,7000.0,462,9917,0,1,0,ANGESTELLTER,FRAU,VERHEIRATET,EIGENTUM,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,496.0,0.0,2004-02-01 00:00:00,58.0,1.0
GENEHMIGT,2500.0,1680.0,820.0,0.65,48,20000.0,356,9822,0,2,2,ARBEITER,HERR,VERHEIRATET,MIETE,2500.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-10-01 00:00:00,52.0,25.0
GENEHMIGT,1691.0,1000.0,691.0,0.65,60,5000.0,159,9794,0,2,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1691.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-12-01 00:00:00,39.0,5.0
GENEHMIGT,3000.0,1400.0,1600.0,0.6,60,28000.0,140,9919,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,SONSTIGES,3000.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,330.0,0.0,0.0,2016-06-01 00:00:00,30.0,5.0
GENEHMIGT,2800.0,1740.0,1060.0,0.7,36,5000.0,78,9798,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,2800.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-01 00:00:00,36.0,1.0
GENEHMIGT,1360.0,1067.0,293.0,0.65,60,9600.0,-95,9641,0,1,0,ANGESTELLTER,FRAU,LEDIG,MIETE,1360.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-01 00:00:00,31.0,2.0
GENEHMIGT,2600.0,1470.0,1130.0,0.65,60,21000.0,325,9695,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2500.0,0.0,0.0,0.0,0.0,0.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,1985-03-01 00:00:00,56.0,6.0
GENEHMIGT,1900.0,1493.0,407.0,0.6,84,14000.0,417,9712,0,1,0,ANGESTELLTER,FRAU,GESCHIEDEN,MIETE,1900.0,0.0,0.0,0.0,0.0,,800.0,,0.0,,0.0,0.0,0.0,1999-02-01 00:00:00,57.0,19.0
GENEHMIGT,1730.0,1200.0,530.0,0.65,60,10000.0,-16,9820,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1730.0,0.0,0.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-09-01 00:00:00,33.0,7.0
GENEHMIGT,1802.0,1290.0,512.0,0.65,48,6000.0,331,9932,0,1,1,ANGESTELLTER,FRAU,GETRENNT,MIETE,1802.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-01 00:00:00,60.0,31.0
GENEHMIGT,6233.0,4141.0,2092.0,0.65,48,7500.0,285,9906,2,4,1,BEAMTER,HERR,VERHEIRATET,EIGENTUM,5090.0,0.0,0.0,388.0,500.0,0.0,580.0,787.0,0.0,120.0,32.0,1455.0,0.0,1996-07-01 00:00:00,43.0,9.0
GENEHMIGT,2300.0,1484.0,816.0,0.6,84,18500.0,158,9917,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,ELTERN,2300.0,,,,,,,,,,100.0,,50.0,2015-12-01 00:00:00,50.0,49.0
GENEHMIGT,5682.0,3200.0,2482.0,0.6,60,36075.15,-35,9854,3,4,2,ANGESTELLTER,HERR,VERHEIRATET,MIETE,5100.0,0.0,0.0,588.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-01 00:00:00,42.0,5.0
GENEHMIGT,2700.0,1513.0,1187.0,0.6,72,26000.0,335,9910,0,1,1,ANGESTELLTER,FRAU,LEDIG,MIETE,2700.0,0.0,0.0,0.0,0.0,0.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-07-01 00:00:00,46.0,9.0
GENEHMIGT,1700.0,1291.0,409.0,0.6,84,5000.0,268,9421,0,1,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1700.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,150.0,0.0,0.0,2017-05-01 00:00:00,49.0,12.0
GENEHMIGT,3400.0,2653.0,747.0,0.65,48,8000.0,13,9905,0,1,1,ANGESTELLTER,FRAU,LEDIG,MIETE,3400.0,0.0,0.0,0.0,0.0,,1430.0,,0.0,,80.0,0.0,0.0,2011-06-01 00:00:00,33.0,2.0
GENEHMIGT,2000.0,965.0,1035.0,0.6,84,10000.0,337,9607,0,1,2,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,2017-07-01 00:00:00,48.0,1.0
GENEHMIGT,1962.0,1447.0,515.0,0.65,60,8000.0,116,9893,2,4,0,ANGESTELLTER,HERR,VERHEIRATET,MIETE,1574.0,0.0,0.0,388.0,0.0,0.0,575.0,0.0,0.0,17.0,0.0,0.0,0.0,2018-06-01 00:00:00,43.0,8.0
GENEHMIGT,8094.0,3934.0,4160.0,0.65,60,17000.0,397,9865,1,2,2,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,7900.0,0.0,0.0,194.0,0.0,0.0,0.0,600.0,0.0,227.0,500.0,1091.0,40.0,1997-08-01 00:00:00,55.0,23.0
GENEHMIGT,2394.0,1961.0,433.0,0.6,84,14000.0,104,9381,1,2,1,ANGESTELLTER,FRAU,LEBENSGEMEINSCHAFT,MIETE,2200.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,25.0,2010-10-01 00:00:00,28.0,1.0
GENEHMIGT,2748.0,2330.0,418.0,0.6,72,9000.0,164,9823,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2360.0,0.0,0.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-08-01 00:00:00,34.0,8.0
GENEHMIGT,1880.0,970.0,910.0,0.65,36,15000.0,-90,9860,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,1880.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-01 00:00:00,35.0,10.0
GENEHMIGT,3250.0,1700.0,1550.0,0.65,36,20815.0,96,9697,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,3250.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-07-01 00:00:00,38.0,4.0
GENEHMIGT,5082.0,4605.0,477.0,0.6,96,10000.0,105,9705,3,5,1,BEAMTER,HERR,VERHEIRATET,EIGENTUM,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,250.0,42.0,1352.0,0.0,2010-02-01 00:00:00,38.0,6.0
GENEHMIGT,6122.0,3218.0,2904.0,0.6,60,50000.0,197,9779,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,5928.0,0.0,0.0,194.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,1868.0,0.0,2016-06-01 00:00:00,42.0,2.0
GENEHMIGT,2600.0,1340.0,1260.0,0.6,84,15000.0,-50,9690,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,2600.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0,0.0,18.0,0.0,0.0,2018-03-01 00:00:00,32.0,1.0
GENEHMIGT,3000.0,2066.0,934.0,0.6,96,8000.0,-72,9827,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,3000.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,200.0,0.0,0.0,2016-06-01 00:00:00,32.0,4.0
GENEHMIGT,2794.0,1790.0,1004.0,0.6,84,12000.0,296,9837,1,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2600.0,0.0,0.0,194.0,0.0,0.0,640.0,0.0,0.0,0.0,154.0,0.0,0.0,1999-06-01 00:00:00,48.0,13.0
GENEHMIGT,2294.0,1714.0,580.0,0.6,96,22000.0,-23,9826,1,2,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1700.0,0.0,400.0,194.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,15.0,2002-08-01 00:00:00,34.0,6.0
GENEHMIGT,5167.0,4071.0,1096.0,0.65,24,15000.0,-65,9834,3,5,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,4585.0,0.0,0.0,588.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-01 00:00:00,33.0,1.0
GENEHMIGT,2500.0,1930.0,570.0,0.6,96,15000.0,225,9927,0,1,1,ANGESTELLTER,FRAU,LEDIG,EIGENTUM,2500.0,0.0,0.0,0.0,0.0,,,200.0,0.0,,75.0,830.0,75.0,2015-11-01 00:00:00,44.0,13.0
GENEHMIGT,2730.0,2158.0,572.0,0.6,72,10000.0,328,9869,2,4,0,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2342.0,0.0,0.0,388.0,0.0,0.0,0.0,213.0,0.0,0.0,123.0,758.0,0.0,2002-08-01 00:00:00,37.0,4.0
GENEHMIGT,1398.0,748.0,650.0,0.65,48,5000.0,-65,9869,0,1,0,ANGESTELLTER,FRAU,LEDIG,MIETE,1398.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,30.0,2016-10-01 00:00:00,32.0,32.0
GENEHMIGT,4630.0,3231.0,1399.0,0.6,96,5000.0,291,9617,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,3860.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,641.0,0.0,0.0,0.0,2018-07-01 00:00:00,53.0,4.0
GENEHMIGT,2718.0,2285.0,433.0,0.65,60,6000.0,256,9886,2,3,1,ANGESTELLTER,HERR,VERWITWET,EIGENTUM,2330.0,0.0,0.0,388.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,625.0,0.0,1998-08-01 00:00:00,43.0,9.0
GENEHMIGT,2500.0,1495.0,1005.0,0.65,48,10000.0,387,9761,0,1,1,ARBEITER,HERR,VERHEIRATET,MIETE,2050.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,110.0,0.0,0.0,1997-08-01 00:00:00,60.0,30.0
GENEHMIGT,2129.0,1350.0,779.0,0.6,84,6000.0,223,9890,0,2,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,2129.0,0.0,0.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0,99.0,0.0,0.0,2011-06-01 00:00:00,36.0,6.0
GENEHMIGT,4845.0,4358.0,487.0,0.65,36,10000.0,105,9836,3,5,2,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4263.0,,,588.0,,,,475.0,,,20.0,1091.0,,2012-10-01 00:00:00,42.0,5.0
GENEHMIGT,2354.0,1525.0,829.0,0.6,84,18000.0,23,9916,1,2,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1950.0,0.0,205.0,194.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-08-01 00:00:00,39.0,9.0
GENEHMIGT,4730.0,3902.0,828.0,0.6,96,12000.0,18,9921,5,7,0,BEAMTER,HERR,VERHEIRATET,MIETE,3760.0,0.0,0.0,1038.0,0.0,0.0,972.0,0.0,0.0,219.0,87.0,0.0,0.0,2012-04-01 00:00:00,39.0,7.0
GENEHMIGT,2872.0,1520.0,1352.0,0.6,84,38000.0,211,9859,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,MIETE,2872.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,70.0,0.0,0.0,2016-09-01 00:00:00,56.0,7.0
GENEHMIGT,1920.0,1431.0,489.0,0.65,60,9000.0,5,9778,0,1,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1920.0,0.0,0.0,0.0,0.0,0.0,757.0,0.0,0.0,0.0,50.0,0.0,30.0,2017-11-01 00:00:00,28.0,1.0
GENEHMIGT,2631.0,1550.0,1081.0,0.65,36,10000.0,430,9874,0,1,1,ANGESTELLTER,HERR,VERHEIRATET,SONSTIGES,2421.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,156.0,650.0,0.0,1992-07-28 00:00:00,62.0,15.0
GENEHMIGT,5000.0,1000.0,4000.0,0.6,72,47000.0,135,9653,0,1,1,ANGESTELLTER,HERR,LEDIG,SONSTIGES,5000.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,700.0,125.0,0.0,45.0,2017-04-01 00:00:00,49.0,6.0
GENEHMIGT,1720.0,1066.0,654.0,0.6,84,10000.0,118,9841,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1720.0,0.0,0.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-01 00:00:00,40.0,3.0
GENEHMIGT,1788.0,1050.0,738.0,0.65,24,7500.0,272,9897,2,4,1,ANGESTELLTER,FRAU,VERHEIRATET,SONSTIGES,1400.0,0.0,0.0,388.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,50.0,2009-11-01 00:00:00,41.0,16.0
GENEHMIGT,1450.0,910.0,540.0,0.6,84,17000.0,216,9876,0,2,1,ARBEITER,HERR,GESCHIEDEN,EIGENTUM,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,78.0,0.0,0.0,2018-01-01 00:00:00,56.0,13.0
